City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Itarema,BR,-2.9248,-39.9167,81.16,75,23,15.01,few clouds
347,Preobrazheniye,RU,42.9019,133.9064,40.82,88,92,7.56,overcast clouds
348,Eydhafushi,MV,5.1033,73.0708,82.24,75,12,10.67,few clouds
349,Bilibino,RU,68.0546,166.4372,-19.62,97,100,3.06,overcast clouds
350,Freeport,US,40.6576,-73.5832,55.02,79,90,8.01,overcast clouds
351,Hjelset,NO,62.7833,7.4833,33.04,80,40,8.05,scattered clouds
352,Mpika,ZM,-11.8343,31.4529,80.51,37,5,9.13,clear sky
353,Jacareacanga,BR,-6.2222,-57.7528,72.5,98,100,2.08,overcast clouds
354,Galle,LK,6.0367,80.217,82.54,74,100,4.92,overcast clouds
355,Kui Buri,TH,12.0828,99.8543,78.75,61,79,11.45,broken clouds
356,Norman Wells,CA,65.282,-126.8329,-10.77,78,4,6.17,clear sky
357,Palanga,LT,55.9175,21.0686,17.62,79,75,12.66,broken clouds
358,Valle Hermoso,MX,25.6667,-97.8333,76.89,82,100,17.74,overcast clouds
359,Ahipara,NZ,-35.1667,173.1667,68.9,84,100,8.57,overcast clouds
360,Chara,RU,56.9064,118.2631,5.47,87,77,2.64,broken clouds
361,Ambilobe,MG,-13.2,49.05,94.73,34,11,10.33,few clouds
362,Umm Lajj,SA,25.0213,37.2685,75.49,48,11,10.13,few clouds
363,Ridgecrest,US,35.6225,-117.6709,57.42,22,1,9.22,clear sky
364,Lagdo,CM,9.05,13.7333,81.19,23,99,3.69,overcast clouds
365,Keningau,MY,5.3378,116.1602,81.05,90,99,0.76,overcast clouds
366,Maibong,IN,25.3,93.1667,64.76,100,100,0.51,overcast clouds
367,Rio Branco,BR,-9.9747,-67.81,72.21,100,75,2.3,broken clouds
368,Jalu,LY,29.0331,21.5482,57.94,54,0,8.21,clear sky
369,Torbay,CA,47.6666,-52.7314,29.75,81,79,5.01,broken clouds
370,Santiago,CL,-33.4569,-70.6483,72.86,43,0,1.74,clear sky
371,Harper,LR,4.375,-7.7169,78.78,85,42,6.46,light rain
372,Carauari,BR,-4.8828,-66.8958,72.61,100,100,3.27,light rain
373,Cap Malheureux,MU,-19.9842,57.6142,84.69,63,5,10.0,light rain
374,Constitucion,CL,-35.3333,-72.4167,55.29,93,31,7.96,scattered clouds
375,Kozhva,RU,65.1073,57.0459,1.4,99,94,5.1,overcast clouds
376,Saint-Louis,SN,16.3333,-15.0,71.96,18,23,10.67,few clouds
377,Portland,US,45.5234,-122.6762,42.78,90,90,5.99,overcast clouds
378,Port Hardy,CA,50.6996,-127.4199,34.75,98,100,21.23,heavy intensity rain
379,Ratnagiri,IN,16.9833,73.3,81.68,62,0,6.24,clear sky
380,Pak Phanang,TH,8.3511,100.202,80.73,70,100,9.84,overcast clouds
381,Roald,NO,62.5833,6.1333,36.34,64,75,18.41,broken clouds
382,Deputatskiy,RU,69.3,139.9,-20.58,99,100,0.98,overcast clouds
383,Bojnurd,IR,37.4747,57.329,52.11,31,100,5.06,overcast clouds
384,Salalah,OM,17.0151,54.0924,84.29,26,0,3.44,clear sky
385,Chiredzi,ZW,-21.05,31.6667,91.27,40,12,2.82,few clouds
386,Dossor,KZ,47.5272,52.9811,39.13,82,100,7.49,overcast clouds
387,Pemangkat,ID,1.1667,108.9667,82.69,71,100,10.22,overcast clouds
388,Vostok,RU,46.4856,135.8833,28.81,95,100,10.16,snow
389,Guangyuan,CN,32.442,105.823,51.24,68,100,2.51,overcast clouds
390,Calama,CL,-22.4667,-68.9333,57.07,22,100,4.43,overcast clouds
391,Viedma,AR,-40.8135,-62.9967,63.36,40,0,11.83,clear sky
392,Lososina,RU,48.9975,140.3106,29.91,88,12,9.15,few clouds
393,Fort Saint James,CA,54.4333,-124.25,19.76,77,100,2.48,overcast clouds
394,Galesong,ID,-5.3166,119.3661,75.22,95,100,11.25,moderate rain
395,Alghero,IT,40.5589,8.3181,51.89,62,40,11.5,light rain
396,Kahului,US,20.8947,-156.47,73.85,95,75,29.93,very heavy rain
397,Labuan,MY,5.2767,115.2417,77.16,77,100,11.18,overcast clouds
398,Palapye,BW,-22.546,27.1251,75.04,65,100,9.13,overcast clouds
399,Ust-Kuyga,RU,70.0167,135.6,-19.62,99,100,0.92,overcast clouds
400,Egvekinot,RU,66.3167,-179.1667,1.9,90,100,15.7,light snow
401,Tuatapere,NZ,-46.1333,167.6833,53.82,62,94,6.85,overcast clouds
402,Oni,GE,42.5794,43.4425,49.71,63,8,1.14,clear sky
403,West Lafayette,US,40.4259,-86.9081,47.84,84,90,8.05,overcast clouds
404,Iskateley,RU,67.6803,53.1512,21.61,91,100,21.0,overcast clouds
405,Guerrero Negro,MX,27.9769,-114.0611,60.96,89,0,10.2,clear sky
406,Batouri,CM,4.4333,14.3667,77.38,58,100,0.63,overcast clouds
407,Barcelona,ES,41.3888,2.159,45.77,68,0,5.01,clear sky
408,Tabuk,PH,17.4189,121.4443,72.48,84,99,5.73,overcast clouds
409,Cockburn Town,TC,21.4612,-71.1419,80.19,78,9,19.01,clear sky
410,Hovd,MN,48.0056,91.6419,26.1,38,19,2.66,few clouds
411,Lagoa,PT,39.05,-27.9833,62.69,78,100,13.27,overcast clouds
412,Hualmay,PE,-11.0964,-77.6139,64.65,92,100,6.44,overcast clouds
413,Champerico,GT,14.3,-91.9167,77.04,75,0,5.46,clear sky
414,Bandarbeyla,SO,9.4942,50.8122,80.96,54,5,17.25,clear sky
415,Fasa,IR,28.9383,53.6482,59.27,29,17,4.45,few clouds
416,Berdigestyakh,RU,62.0989,126.6992,-25.1,100,99,1.97,overcast clouds
417,Ilulissat,GL,69.2167,-51.1,26.62,46,85,14.97,overcast clouds
418,Aklavik,CA,68.2191,-135.0107,-0.98,87,100,10.69,overcast clouds
419,Gwadar,PK,25.1216,62.3254,77.18,25,93,3.71,overcast clouds
420,Comarapa,BO,-17.9,-64.4833,55.74,98,100,2.3,overcast clouds
421,Huangpu,CN,25.4433,113.1747,65.82,39,43,4.43,scattered clouds
422,Moffat,GB,55.3323,-3.4454,39.61,98,100,14.81,light rain
423,Saravan,AM,39.7196,45.6483,27.25,56,0,1.32,clear sky
424,Provideniya,RU,64.3833,-173.3,21.11,95,78,12.39,broken clouds
425,Huilong,CN,31.8111,121.655,62.98,58,4,4.41,clear sky
426,Novyy Urgal,RU,51.0736,132.5642,12.96,90,98,5.28,overcast clouds
427,Sao Raimundo Nonato,BR,-9.0153,-42.6994,71.78,78,0,2.64,clear sky
428,Padang,ID,-0.9492,100.3543,87.85,65,51,6.33,broken clouds
429,Brae,GB,60.3964,-1.353,44.51,80,100,26.82,overcast clouds
430,Ipixuna,BR,-1.7625,-48.8043,75.15,98,72,2.68,broken clouds
431,Karratha,AU,-20.7377,116.8463,99.16,32,9,27.36,clear sky
432,Cavalcante,BR,-13.7975,-47.4583,66.18,94,21,1.92,few clouds
433,Bagno A Ripoli,IT,43.7511,11.3225,44.1,78,20,7.0,few clouds
434,Ouesso,CG,1.6136,16.0517,78.53,75,100,2.21,overcast clouds
435,Kedrovyy,RU,56.1667,91.8167,36.01,97,100,10.36,light rain
436,Gonbad-E Qabus,IR,37.25,55.1672,62.44,36,100,9.98,overcast clouds
437,Jiazi,CN,22.8779,116.067,71.13,49,7,13.2,clear sky
438,East London,ZA,-33.0153,27.9116,73.87,66,3,11.79,clear sky
439,Berlevag,NO,70.8578,29.0864,26.55,68,75,28.77,light shower snow
440,Port Hedland,AU,-20.3167,118.5667,100.45,37,14,16.11,few clouds
441,Bereda,ES,43.2686,-7.5406,48.15,100,100,5.03,overcast clouds
442,Acarau,BR,-2.8856,-40.12,81.28,75,25,14.99,scattered clouds
443,Sault Sainte Marie,CA,46.5168,-84.3333,28.89,69,90,11.5,snow
444,Sattahip,TH,12.6664,100.9007,87.89,40,20,5.75,few clouds
445,Nueva Loja,EC,0.0847,-76.8828,70.36,100,100,1.57,overcast clouds
446,Moroni,KM,-11.7022,43.2551,83.28,73,82,5.55,light rain
447,Manavalakurichi,IN,8.1333,77.3,86.09,67,90,2.86,overcast clouds
448,Hay River,CA,60.8156,-115.7999,-17.36,96,81,4.34,broken clouds
449,Poso,ID,-1.3959,120.7524,82.81,77,100,3.04,moderate rain
450,Eyl,SO,7.9803,49.8164,83.08,51,68,17.49,broken clouds
451,Shulin,CN,22.7454,108.423,74.82,25,0,7.11,clear sky
452,Wanning,CN,18.8003,110.3967,74.79,54,77,15.43,broken clouds
453,Luau,AO,-10.7073,22.2247,70.09,83,100,2.93,overcast clouds
454,Tahe,CN,52.3333,124.7333,13.26,69,16,4.83,few clouds
455,Wajima,JP,37.4,136.9,48.74,87,100,5.39,overcast clouds
456,Tocopilla,CL,-22.092,-70.1979,64.51,73,100,0.74,overcast clouds
457,Acajutla,SV,13.5928,-89.8275,78.42,66,2,7.2,clear sky
458,Bikin,RU,46.8161,134.26,30.87,89,100,7.09,overcast clouds
459,Kirakira,SB,-10.4544,161.9205,79.74,87,100,12.28,light rain
460,Riyadh,SA,24.6877,46.7219,73.54,21,19,9.89,few clouds
461,Half Moon Bay,US,37.4636,-122.4286,56.91,92,90,8.05,mist
462,Gravdal,NO,68.1214,13.5031,24.48,68,20,4.61,few clouds
463,Udachnyy,RU,66.4167,112.4,-24.56,74,87,3.58,overcast clouds
464,Lata,PT,40.1629,-8.3327,50.81,95,35,1.74,scattered clouds
465,Altay,CN,47.8667,88.1167,32.83,68,96,2.42,overcast clouds
466,Tokur,RU,53.1333,132.9,1.89,94,100,9.4,light snow
467,Esperance,AU,-33.8667,121.9,61.68,68,99,17.18,overcast clouds
468,El Alto,PE,-4.2714,-81.2147,65.84,80,75,12.88,broken clouds
469,Vuktyl,RU,63.8567,57.3094,-0.49,96,100,2.1,overcast clouds
470,Sept-Iles,CA,50.2001,-66.3821,15.85,61,100,6.62,overcast clouds
471,Ianca,RO,45.1333,27.45,43.74,96,90,2.84,overcast clouds
472,Palmer,US,42.1584,-72.3287,43.43,74,90,1.01,overcast clouds
473,Amapa,BR,1.0,-52.0,70.79,99,72,1.9,broken clouds
474,Tezu,IN,27.9167,96.1667,76.05,46,100,2.28,overcast clouds
475,Tadine,NC,-21.55,167.8833,78.35,81,51,9.71,broken clouds
476,Sao Sebastiao,BR,-23.76,-45.4097,71.24,93,100,3.06,overcast clouds
477,Waipawa,NZ,-41.4122,175.5153,52.45,96,100,5.53,light rain
478,Ballina,AU,-28.8667,153.5667,70.95,88,100,7.34,light rain
479,Havoysund,NO,70.9963,24.6622,32.23,96,100,27.67,snow
480,Sechura,PE,-5.5569,-80.8222,66.09,85,100,8.7,overcast clouds
481,Rozkishne,UA,48.5074,39.3004,33.55,100,100,3.22,overcast clouds
482,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,77,0,11.5,clear sky
483,Sorland,NO,67.667,12.6934,24.66,68,0,16.11,clear sky
484,Alcudia,ES,39.8532,3.1214,54.19,61,0,17.2,clear sky
485,Moerai,PF,-22.4333,-151.3333,78.24,82,100,13.76,overcast clouds
486,Holalkere,IN,14.0333,76.1833,79.93,53,76,3.31,broken clouds
487,Yumen,CN,40.2833,97.2,32.23,36,100,3.83,overcast clouds
488,Tchibanga,GA,-2.85,11.0333,72.61,98,100,2.24,overcast clouds
489,Sorong,ID,-0.8833,131.25,84.63,75,100,11.54,overcast clouds
490,Wattegama,LK,6.7989,81.4808,88.97,54,91,4.0,overcast clouds
491,Paranga,RU,56.7039,49.4047,8.33,77,6,5.53,clear sky
492,Pokhara,NP,28.2333,83.9833,72.41,43,4,5.19,clear sky
493,Fuling,CN,29.7022,107.3919,67.15,55,57,3.58,broken clouds
494,Swan Hill,AU,-35.3378,143.5544,86.34,18,42,6.38,scattered clouds
495,Grindavik,IS,63.8424,-22.4338,37.87,93,40,10.36,scattered clouds
496,Awbari,LY,26.5921,12.7805,51.89,21,0,6.67,clear sky
497,Poum,NC,-20.2333,164.0167,82.6,75,8,16.31,clear sky
498,Ambon,ID,-3.6954,128.1814,87.94,66,40,12.66,scattered clouds
499,Santa Maria,BR,-29.6842,-53.8069,62.6,97,40,4.63,scattered clouds
500,Sakhipur,BD,24.3,90.1833,73.27,93,100,4.29,light rain
501,Mandalgovi,MN,45.7625,106.2708,27.45,29,5,15.75,clear sky
502,Piombino,IT,42.9348,10.5221,46.44,50,93,7.0,overcast clouds
503,Uruzgan,AF,32.8333,66.0,48.47,33,0,2.24,clear sky
504,Rio Grande,BR,-32.035,-52.0986,64.94,85,2,12.17,clear sky
505,Namibe,AO,-15.1961,12.1522,74.77,61,6,4.76,clear sky
506,Canutama,BR,-6.5339,-64.3831,73.31,99,100,2.51,overcast clouds
507,Jizan,SA,17.3333,42.6667,83.82,53,0,5.97,clear sky
508,Voh,NC,-20.9667,164.7,81.75,74,34,2.28,scattered clouds
509,Kosonsoy,UZ,41.2561,71.5508,39.76,34,0,2.62,clear sky
510,Banda Aceh,ID,5.5577,95.3222,84.07,71,75,9.6,broken clouds
511,Cururupu,BR,-1.8283,-44.8683,74.1,97,53,3.36,broken clouds
512,Jambi,ID,-1.6,103.6167,86.05,66,92,5.03,overcast clouds
513,Halifax,CA,44.6453,-63.5724,33.22,85,100,4.47,overcast clouds
514,Yatsushiro,JP,32.5,130.6,57.79,56,2,4.79,clear sky
515,Dong Hoi,VN,17.4833,106.6,72.57,53,90,15.57,overcast clouds
516,Winterberg,DE,51.2,8.5333,31.26,94,10,2.06,clear sky
517,Airai,TL,-8.9266,125.4092,71.87,72,97,1.81,moderate rain
518,Broken Hill,AU,-31.95,141.4333,83.14,21,2,10.83,clear sky
519,Cortez,US,37.3489,-108.5859,41.7,41,4,7.78,clear sky
520,Jamalpur,BD,24.9167,89.9333,70.63,85,100,3.4,overcast clouds
521,Vzmorye,RU,54.6961,20.2361,23.09,91,98,10.98,overcast clouds
522,Asau,RO,46.4333,26.4,35.76,82,100,1.45,overcast clouds
523,Humboldt,US,40.6665,-123.9178,40.55,89,100,2.62,overcast clouds
524,Tucson,US,32.2217,-110.9265,58.91,43,1,9.22,clear sky
525,Troitskoye,RU,52.9821,84.6757,28.4,86,100,5.01,overcast clouds
526,Naron,ES,43.5167,-8.1528,53.91,92,100,11.88,overcast clouds
527,Dhidhdhoo,MV,6.8833,73.1,82.22,74,19,9.33,few clouds
528,Dingle,PH,10.9995,122.6711,82.51,70,98,9.62,overcast clouds
529,Upington,ZA,-28.4478,21.2561,64.24,53,0,1.16,clear sky
530,Seddon,AU,-37.8068,144.8916,84.2,43,0,17.27,clear sky
531,Rudnogorsk,RU,57.2639,103.7519,24.67,94,100,5.82,light snow
532,Portlethen,GB,57.0547,-2.1307,38.97,90,75,3.0,moderate rain
533,Diego De Almagro,CL,-26.3667,-70.05,61.18,35,76,1.61,broken clouds
534,Tres Arroyos,AR,-38.3739,-60.2798,53.2,78,0,7.43,clear sky
535,Kloulklubed,PW,7.0419,134.2556,84.7,79,100,12.44,overcast clouds
536,Auki,SB,-8.7676,160.7034,78.98,87,100,7.09,overcast clouds
537,Oruro,BO,-17.9833,-67.15,47.37,71,100,10.36,overcast clouds
538,La Ronge,CA,55.1001,-105.2842,-12.75,77,11,4.61,few clouds
539,Monte Aprazivel,BR,-20.7725,-49.7142,70.86,81,7,3.62,clear sky
540,Port-Gentil,GA,-0.7193,8.7815,75.16,100,20,3.44,thunderstorm with light rain
541,Fortuna Foothills,US,32.6578,-114.4119,57.29,31,1,1.01,clear sky
542,Adelaide,AU,-34.9333,138.6,79.56,53,0,8.99,clear sky
543,Road Town,VG,18.4167,-64.6167,79.0,69,48,22.24,scattered clouds
544,Tenenkou,ML,14.4572,-4.9169,66.0,22,33,10.31,scattered clouds
545,Trinidad,BO,-14.8333,-64.9,71.17,98,100,2.93,overcast clouds
546,Totoral,PE,-17.4053,-70.365,63.01,67,100,0.58,overcast clouds
547,Merauke,ID,-8.4667,140.3333,85.37,63,52,9.08,broken clouds
548,Goderich,CA,43.7501,-81.7165,44.92,87,100,13.8,overcast clouds
549,Hami,CN,42.8,93.45,35.65,43,29,4.36,scattered clouds
550,Mahibadhoo,MV,3.7833,72.9667,82.6,73,11,14.27,few clouds
551,Namatanai,PG,-3.6667,152.4333,82.11,80,74,6.24,moderate rain
552,Katsuura,JP,35.1333,140.3,54.1,70,100,8.72,moderate rain
553,Sabya,SA,17.1495,42.6254,84.29,54,0,7.47,clear sky
554,Port Macquarie,AU,-31.4333,152.9167,71.89,72,100,8.86,light rain
555,Meulaboh,ID,4.1363,96.1285,85.05,66,10,5.97,clear sky
556,Wronki,PL,52.7105,16.3804,33.78,83,100,10.07,overcast clouds
557,Ammon,US,43.4696,-111.9666,28.94,80,1,1.01,clear sky
558,Taltal,CL,-25.4,-70.4833,60.85,82,90,1.83,overcast clouds
559,Saint-Augustin,CA,51.226,-58.6502,18.68,67,0,9.73,clear sky
560,Port Blair,IN,11.6667,92.75,81.77,58,27,12.46,scattered clouds
561,Mount Isa,AU,-20.7333,139.5,94.77,29,40,11.5,scattered clouds
562,Torrington,US,41.8007,-73.1212,48.13,84,100,3.0,overcast clouds
563,Nawabganj,BD,24.5911,88.271,77.94,56,11,7.87,few clouds
564,Semirom,IR,31.4167,51.5667,44.74,14,1,5.93,clear sky
565,Colares,PT,38.7992,-9.4469,56.34,71,5,1.01,clear sky
566,Dudinka,RU,69.4058,86.1778,-12.39,98,100,20.65,light snow
567,Esmeralda,CU,21.8525,-78.1169,74.44,94,100,6.13,overcast clouds
568,The Pas,CA,53.8251,-101.2541,-14.78,76,1,12.66,clear sky
569,Gayny,RU,60.3071,54.3241,-15.83,97,6,3.49,clear sky
570,Aykhal,RU,66.0,111.5,-26.59,97,100,8.9,overcast clouds
571,Mayumba,GA,-3.432,10.6554,75.76,91,100,2.33,overcast clouds
572,Sesheke,ZM,-17.4759,24.2968,78.49,54,94,4.54,overcast clouds
573,Portree,GB,57.4129,-6.1942,41.86,88,100,16.58,overcast clouds
574,Beringovskiy,RU,63.05,179.3167,-4.61,89,18,11.72,few clouds
575,Kottapalli,IN,18.4833,79.1,83.32,43,0,7.63,clear sky
576,Polovinnoye,RU,54.7914,65.9864,27.0,97,100,5.19,snow
577,Motygino,RU,58.1831,94.7592,31.44,97,100,10.63,snow
578,Rio Gallegos,AR,-51.6226,-69.2181,44.65,65,0,4.61,clear sky
579,Danjiangkou,CN,32.5428,111.5086,64.45,19,1,12.8,clear sky
580,Syasstroy,RU,60.1367,32.5691,0.88,90,15,7.67,few clouds
581,Yulara,AU,-25.2406,130.9889,95.61,15,0,6.53,clear sky
582,Candido Mendes,BR,-1.4467,-45.7167,75.61,92,48,4.14,scattered clouds
583,La Rioja,ES,42.25,-2.5,38.48,95,100,6.55,overcast clouds
584,Gwanda,ZW,-20.9333,29.0,78.55,53,26,6.2,scattered clouds
585,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,64,75,8.95,broken clouds
586,Fairbanks,US,64.8378,-147.7164,15.98,81,90,4.61,overcast clouds
587,Chernyshevskiy,RU,63.0128,112.4714,-16.37,94,100,8.37,overcast clouds
588,Maldonado,UY,-34.6667,-54.9167,65.59,96,1,1.77,clear sky
589,Attleboro,US,41.9445,-71.2856,47.91,76,90,6.91,overcast clouds
590,Mirosi,RO,44.4167,24.9333,38.43,85,100,7.27,overcast clouds
591,Bhum,IN,18.4667,75.6667,81.14,40,0,3.51,clear sky
592,Beloha,MG,-25.1667,45.05,99.03,23,0,6.91,clear sky
593,Kruisfontein,ZA,-34.0033,24.7314,63.88,90,100,15.7,light rain
594,Lisakovsk,KZ,52.5369,62.4936,29.93,95,100,11.12,overcast clouds
595,Eureka,US,40.8021,-124.1637,49.62,94,100,5.97,overcast clouds
596,Katobu,ID,-4.9408,122.5276,81.43,80,99,6.87,light rain
597,Nouadhibou,MR,20.931,-17.0347,58.98,47,16,16.11,few clouds
598,Corner Brook,CA,48.9667,-57.9484,28.09,72,100,11.34,overcast clouds
599,Santa Maria Del Oro,MX,25.9333,-105.3667,55.11,34,96,4.05,overcast clouds
600,Dedovichi,RU,57.5517,29.9502,8.38,96,100,5.32,overcast clouds
601,Bocas Del Toro,PA,9.3333,-82.25,82.08,80,80,5.23,broken clouds
602,Penzance,GB,50.1186,-5.5371,52.77,94,100,22.68,overcast clouds
603,Dubrovka,RU,53.6907,33.5071,26.58,89,100,6.89,overcast clouds
604,Kurilsk,RU,45.2333,147.8833,38.52,81,9,8.41,clear sky
605,Kashi,CN,39.4547,75.9797,45.27,23,60,3.33,broken clouds
606,Lodja,CD,-3.4833,23.4333,78.78,73,81,1.1,broken clouds
607,Veraval,IN,20.9,70.3667,82.04,48,0,5.66,clear sky
608,Bella Vista,US,36.4295,-94.2316,50.36,82,90,1.99,moderate rain
609,Tual,ID,-5.6667,132.75,84.04,77,100,13.15,overcast clouds
610,Gizo,SB,-8.103,156.8419,83.48,76,100,11.1,light rain
611,Jeremie,HT,18.65,-74.1167,76.41,78,26,2.93,scattered clouds
612,Gilgit,PK,35.9221,74.3087,48.11,60,60,0.45,broken clouds
613,Krasnomayskiy,RU,57.6194,34.4099,8.13,93,98,6.51,overcast clouds
614,Hobyo,SO,5.3505,48.5268,82.27,61,69,18.34,broken clouds
615,Tucuman,AR,-26.8241,-65.2226,73.4,83,90,0.0,overcast clouds
616,Jinchang,CN,38.4953,102.1739,39.4,28,100,11.41,overcast clouds
617,Nome,US,64.5011,-165.4064,28.47,93,90,21.85,light snow
618,Mathbaria,BD,22.2876,89.9593,70.7,94,100,6.08,overcast clouds
619,Mehamn,NO,71.0357,27.8492,32.18,91,100,16.67,snow
620,Berezovyy,RU,51.6667,135.7,18.75,80,6,7.65,clear sky
621,Shimoda,JP,34.6667,138.95,57.31,81,100,17.31,light rain
622,Kaliua,TZ,-5.0606,31.7936,78.03,51,100,8.41,overcast clouds
623,Amethi,IN,26.15,81.8167,80.76,42,40,4.79,scattered clouds
624,Huazhou,CN,21.6333,110.5833,75.56,22,40,2.84,scattered clouds
625,Danielskuil,ZA,-28.1887,23.5395,65.52,36,0,10.78,clear sky
626,Sisimiut,GL,66.9395,-53.6735,23.79,85,100,23.26,light snow
627,Strezhevoy,RU,60.7333,77.5889,-9.42,98,95,4.52,overcast clouds
628,Patea,NZ,-39.7583,174.4833,61.66,98,100,4.92,overcast clouds
629,Pindiga,NG,9.9833,10.9333,74.37,19,100,8.79,overcast clouds
630,Ergani,TR,38.2653,39.7621,40.55,36,0,1.95,clear sky
631,Parrita,CR,9.5201,-84.3225,82.17,82,13,4.45,few clouds
632,Visby,SE,57.6409,18.296,25.05,80,75,5.75,broken clouds
633,Kandrian,PG,-6.2167,149.55,84.87,73,100,9.26,overcast clouds
634,Jardim,BR,-21.4803,-56.1381,74.44,54,34,3.2,scattered clouds
635,Lorengau,PG,-2.0226,147.2712,78.49,93,100,11.43,moderate rain
636,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.62,89,100,12.24,moderate rain
637,Suifenhe,CN,44.4,131.1667,28.72,73,100,11.9,overcast clouds
638,Kayes,ML,14.0,-11.0,69.82,17,12,3.62,few clouds
639,Caconda,AO,-13.7333,15.0667,67.75,68,87,2.82,overcast clouds
640,Ola,RU,59.5833,151.2833,-9.24,93,45,7.23,scattered clouds
641,Orahovac,XK,42.3994,20.6547,45.54,96,100,4.5,overcast clouds
642,Ossora,RU,59.2353,163.0719,8.29,86,14,2.13,few clouds
643,Axim,GH,4.8699,-2.2405,80.13,85,7,6.85,clear sky
644,Ternate,ID,0.8,127.4,83.05,75,100,8.93,overcast clouds
645,Eidfjord,NO,60.4675,7.0719,12.51,84,51,7.96,broken clouds
646,Biltine,TD,14.5333,20.9167,77.81,16,5,15.73,clear sky
647,Clonakilty,IE,51.6231,-8.8706,45.61,80,48,21.09,scattered clouds
648,Providencia,MX,28.7167,-111.5833,62.85,51,0,4.56,clear sky
649,Saint Anthony,US,45.0205,-93.218,30.04,70,90,7.0,overcast clouds
650,Kilindoni,TZ,-7.9139,39.6668,80.74,75,55,4.18,light rain
651,Acapulco,MX,16.8634,-99.8901,78.62,89,20,3.44,few clouds
652,Dolores,AR,-36.3132,-57.6792,54.66,94,0,5.93,clear sky
653,Varadero,CU,23.1536,-81.2514,70.56,83,65,8.34,broken clouds
654,Palu,ID,-0.8917,119.8707,83.66,77,100,7.9,overcast clouds
655,Zharkovskiy,RU,55.849,32.2697,24.15,96,100,5.21,overcast clouds
656,Zemio,CF,5.0314,25.1361,84.58,54,98,2.19,overcast clouds
657,Dilla,ET,6.41,38.31,74.12,38,8,3.13,clear sky
658,Qandala,SO,11.472,49.8728,78.94,53,3,7.61,clear sky
659,Springbok,ZA,-29.6643,17.8865,57.7,68,43,4.85,scattered clouds
660,Boyolangu,ID,-8.1181,111.8935,78.89,81,100,5.86,light rain
661,Puerto Carreno,CO,6.189,-67.4859,76.48,73,20,8.03,few clouds
662,Gostilitsy,RU,59.7483,29.622,-3.71,100,57,4.05,broken clouds
663,Svencionys,LT,55.15,26.1667,17.58,95,100,6.73,overcast clouds
664,Kushiro,JP,42.975,144.3747,40.15,75,75,6.91,broken clouds
665,Ouadda,CF,8.0777,22.4007,82.0,20,98,9.55,overcast clouds
666,Tommot,RU,58.9564,126.2925,-0.22,99,100,2.21,overcast clouds
667,Pingdu,CN,36.7844,119.9464,50.5,59,1,13.09,clear sky
668,Bulawayo,ZW,-20.15,28.5833,79.97,41,28,9.78,scattered clouds
669,Arlit,NE,18.7369,7.3853,68.94,17,1,3.47,clear sky
670,Yangambi,CD,0.8102,24.4336,72.63,90,100,0.81,overcast clouds
671,Empangeni,ZA,-28.762,31.8933,85.68,52,33,10.29,scattered clouds
672,Bandar,ID,2.05,99.75,88.52,59,39,3.24,scattered clouds
673,Grand Forks,US,47.9417,-97.4337,1.33,74,90,19.57,haze
674,Oia,PT,40.5426,-8.5386,52.12,91,71,3.47,broken clouds
675,Nkowakowa,ZA,-23.8878,30.2871,66.25,79,98,0.96,light rain
676,Marystown,CA,47.1666,-55.1483,32.86,100,83,1.01,broken clouds
677,Bonthe,SL,7.5264,-12.505,78.24,86,98,2.93,overcast clouds
678,Kyshtovka,RU,56.555,76.6271,30.07,96,100,4.81,overcast clouds
679,Kalengwa,ZM,-13.4659,25.0027,79.63,55,12,2.26,few clouds
680,Emba,KZ,48.8264,58.1442,32.09,78,100,8.52,overcast clouds
681,Mercedes,AR,-34.6515,-59.4307,63.84,95,0,5.88,clear sky
682,Manono,CD,-7.3,27.4167,77.05,79,92,2.3,overcast clouds
683,Salinas,US,36.6777,-121.6555,58.01,90,90,0.0,mist
684,Pangai,TO,-19.8,-174.35,78.93,72,100,20.54,overcast clouds
685,Olinda,BR,-8.0089,-34.8553,80.33,74,40,9.22,scattered clouds
686,Wad Rawah,SD,15.1603,33.1397,83.64,28,0,11.43,clear sky
687,Benguela,AO,-12.5763,13.4055,78.22,79,80,3.18,broken clouds
688,Matamoros,MX,25.5333,-103.25,65.68,34,100,1.25,overcast clouds
689,Vrangel,RU,42.7297,133.0839,42.01,83,87,6.31,overcast clouds
690,Bermeo,ES,43.4209,-2.7215,54.25,85,100,12.48,overcast clouds
691,Basoko,CD,1.2391,23.616,77.25,77,98,2.84,overcast clouds
692,Honiara,SB,-9.4333,159.95,79.25,89,100,8.23,moderate rain
693,Dunedin,NZ,-45.8742,170.5036,54.81,66,66,3.0,broken clouds
694,Nyagan,RU,62.1406,65.3936,-11.43,98,36,1.74,scattered clouds
695,Mayna,RU,54.1135,47.6231,23.99,87,75,1.45,broken clouds
696,Hackettstown,US,40.854,-74.8291,48.06,86,100,0.0,light rain
697,Puerto Leguizamo,CO,-0.1934,-74.7819,70.2,99,71,0.18,broken clouds
